,0,1,2,3,4,topic
0,0.9856274988539315,0.007725611284931753,0.0030517524714556796,7.569321613546557e-05,0.003519444173545564,computer
1,0.693555111173127,0.04346345743669427,0.12885301173795008,0.006948424812590361,0.12717999483963835,theatre
2,0.9594446728531956,0.0023553615955173263,0.018788260976752548,0.005125890252584708,0.014285814321950112,religion
3,0.9833732098294033,0.014841495534664592,0.00011704388391088414,0.00011746747378674671,0.0015507832782342907,fraternities
4,0.9789112780233551,0.0077139872336163765,0.004934335401805141,0.0036485592111132276,0.004791840130110133,computer
5,0.48929221083265834,0.3268968362625955,0.00980112028415111,0.0047873268892350196,0.16922250573135966,football
6,0.9808697326856617,0.010419650281226022,0.005169147262534533,7.1343446611034e-05,0.00347012632396675,computer
7,0.9593207675618494,0.005666483591825003,0.022600447751927214,0.00825719581624244,0.004155105278155869,neuroscience
8,0.852811374407329,0.009942441055889735,0.0987384815462165,0.01572288995860492,0.022784813031959856,religion
9,0.35979065760843487,0.44569863142272015,0.005322222733231933,0.0018107056792781796,0.18737778255633494,football
10,0.9629455499618191,0.01355358169109874,0.005016577877178095,4.133375230378389e-05,0.018442956717600243,neuroscience
11,0.9623857345036368,0.010923534861558613,0.005730273520099698,0.0013002080974308943,0.019660249017273947,fraternities
12,0.696959659096447,0.00915332112902955,0.13011770097615355,0.016145303886592348,0.14762401491177746,theatre
13,0.9589791960558334,0.01686163484906377,0.021760135126288424,0.0001078635647521042,0.002291170404062488,fraternities
14,0.9831871891135161,0.0032347444076847157,0.004345968792160959,0.0031256650599347,0.006106432626703492,neuroscience
15,0.9798934171904028,0.006093374921245984,0.0052290557413307535,0.005255939827427481,0.0035282123195931538,neuroscience
16,0.6923852091152958,0.005502577123961364,0.16113623486840403,9.794887693103311e-05,0.1408780300154079,theatre
17,0.8342337337454703,0.010291720820031082,0.028124499048454977,0.03427609754036088,0.09307394884568279,religion
18,0.34029485080497945,0.4805595397986892,3.392554248840825e-05,0.0011515826797132045,0.17796010117412975,football
19,0.6781511155646136,0.015983709772960583,0.15386901243630471,0.012957781766458981,0.139038380459662,theatre
20,0.381123567397624,0.2771962189691612,0.0060652152649668094,0.006310463521641342,0.32930453484660666,football
21,0.97289826366627,0.0017249748649833213,0.008687653280199135,0.010869684582730526,0.005819423605817058,fraternities
22,0.9885293610725101,0.006871620937797659,0.0006306599319663771,7.095022812868453e-05,0.0038974078295971257,computer
23,0.9515804621077598,0.0019518858149651873,0.01699823458420239,0.00733964969279733,0.022129767800275233,religion
