,0,1,2,3,4,topic
0,0.9170977081747406,0.07504980833254991,0.007190278326729444,0.000584117148733035,7.808801724713948e-05,computer
1,0.38098235140005565,0.5619040632776303,0.0562591627942198,0.00010058517755015992,0.0007538373505441012,theatre
2,0.7016671918897376,0.24889098947972016,0.0037740192455329516,0.04561736193263726,5.043745237209105e-05,religion
3,0.9581225876063558,0.028761480162201286,0.012278519424017307,0.0007145435386396755,0.0001228692687859041,fraternities
4,0.8711341997377324,0.11879502629945823,0.009911208002512698,7.985960268324249e-05,7.970635761330851e-05,computer
5,0.39953833857071364,0.1698120334855904,0.43056893691670833,4.0184262679040825e-05,4.050676430873468e-05,football
6,0.8521884437069088,0.13846880752313398,0.008647130934704464,7.659608413589169e-05,0.0006190217511169962,computer
7,0.8142289189418789,0.1741223228335211,0.011557876065564892,4.560481615264584e-05,4.5277342882653504e-05,neuroscience
8,0.6342444903632828,0.34573455512992857,0.01897687422250417,0.0009895162613910106,5.4564022893419746e-05,religion
9,0.33198618400872687,0.09500903535022369,0.5729310587518922,3.745593429200727e-05,3.626595486524956e-05,football
10,0.8724556058307186,0.10187908667175005,0.025572711165402776,4.6188305731332793e-05,4.640802639729812e-05,neuroscience
11,0.9279811221412684,0.06518069693712504,0.006617524370246142,0.00011035225039893945,0.00011030430096134079,fraternities
12,0.2887797052057526,0.6778385157284438,0.031007587526135895,0.002259584332159377,0.00011460720750845036,theatre
13,0.9291141343832214,0.05271456399664805,0.01576322248681696,0.00011387126303489146,0.0022942078702786095,fraternities
14,0.8910239160454771,0.10103456079624996,0.007848503721283775,4.681073465627391e-05,4.6208702332843076e-05,neuroscience
15,0.8943215721167641,0.09795858647503256,0.007623439125749054,4.82208432966844e-05,4.8181439157540884e-05,neuroscience
16,0.38439800356299564,0.5867396502645372,0.026728036669185693,0.0020241466981965246,0.00011016280508477897,theatre
17,0.6263497022300923,0.3362497344345887,0.018670603584270667,0.01867073954094491,5.9220210103518546e-05,religion
18,0.3365870108925053,0.04761948157590397,0.6157219283581647,3.573007688672545e-05,3.584909653926802e-05,football
19,0.3015100011462515,0.6705101400505437,0.027760892360586722,0.00010961215285006115,0.00010935428976794149,theatre
20,0.32700114655248746,0.1603940651242474,0.5108851641661024,0.0016825122229706523,3.711193419216422e-05,football
21,0.9363459826433393,0.059551656595749285,0.0020740845103276923,0.0014953306997085444,0.0005329455508751273,fraternities
22,0.9255505651996009,0.06786171762551031,0.0059809470967692145,7.77825489015688e-05,0.0005289875292180434,computer
23,0.6990359749914669,0.25186295958427224,0.003793640325117913,0.04525683705649851,5.058804264429224e-05,religion
